primary_city,county,zip_code,FM_Closest_raw,FM_Closest_AR,FM_Closest_SP,FM_Attends_raw,FM_Attends_AR,FM_Attends_SP,Final_FM_Attend,transaction_id,agree_with_Attends,Final_FM_Closest,agree_with_Closest
Morristown,Hamblen County,37814,Jii,,NA,DonÃ¢ÂÂt know what street and is a city provided location,Morristown Farmers Market,Unsure,,0m9AKuxJr9CbuuzpklgoBG,,,
Nashville,Davidson County,37211,Unsure,Unsure,Unsure,Jeffersons,Not Farmers Market,Nashville Farmers Market,,0mJv11JB1CrZdHDpkKYdTl,,Unsure,
Portland,Sumner County,37148,Unsure,Unsure,Unsure,,,NA, ,0mL6duU6OAMPgrt6lMtX2C,,Unsure,
Alcoa,Blount County,37701,Unsure ,Unsure,Unsure,,,NA, ,0mkyUQ9RNlbETdINxQjnBm,,Unsure,
Pulaski,Giles County,38478,unsure,Unsure,Unsure,nashvile farmers market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,0mlAYEpzWTfc2YE8XzG8EF,,Unsure,
Antioch,Davidson County,37013,The Fresh Market,Not a farmers market,Not Farmers Market,The Fresh Market,Not Farmers Market,Not Farmers Market,Not Farmers Market,0nJ9Myfn8KVCUHUODVgilY,,,
Cookeville,Putnam County,38506,Penny's produce ,Penny's Garden Spot,Penny's Garden Spot,Penny's produce,Penny's Garden Spot,Penny's Garden Spot,Penny's Garden Spot,0nRZL7hYmTwPohxkqEfNAI,,Penny's Garden Spot,
Nashville,Davidson County,37221,Nashville farmers market ,Nashville Farmers Market,Nashville Farmers Market,,,NA, ,0nShUvRi9BOe7yo75HXoIt,,Nashville Farmers Market,
Mount Pleasant,Maury County,38474,Unsure,Unsure,Columbia Farmers Market,Riverside in Columbia ,Columbia Farmers Market,Columbia Farmers Market,Columbia Farmers Market,0nX9fMRPEDvaBkkEXb6LKn,,Unsure,
Nashville,Davidson County,37221,Unsure,Unsure,Unsure,Nashvilles Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,0o0e1kSIehchhnDSUls2JG,,Unsure,
Memphis,Shelby County,38109,Walgrove,Unsure,Agricenter Farmers Market,Agriculture ,,Agricenter Farmers Market,Agricenter Farmers Market,0o3iAN3z6ldeRp029xDhrr,SP,,
Nashville,Davidson County,37208,Rosa Parks Blvd.,Nashville Farmers Market,Nashville Farmers Market,,,NA, ,0oWF74CTclMsjxAtqSof8s,,Nashville Farmers Market,
Cookeville,Putnam County,38501,unsure ,Unsure,Unsure,,,NA, ,0oucA2ame02qIcQANFHB1g,,Unsure,
Smyrna,Rutherford County,37167,Fair grounds ,Unsure,Smyrna Depot Farmers Market,,,NA, ,0p7VvhRF0Bq9EObdwjypiS,,,
,,38654,Unsure,Unsure,,,,, ,0piw4co53z5l0F6Pf3qnp1,,Unsure,
Kingston,Roane County,37763,Unsure,Unsure,Unsure,"Kingston, TN",Kingston Lakeside Farmers Market,Kingston Lakeside Farmers Market,Kingston Lakeside Farmers Market,0pr7wwxnxISjSjOEcbuyHO,,Unsure,
Memphis,Shelby County,38108,Unsure,Unsure,Unsure,,,NA, ,0prHyU1tjoPlLgE5sRBVFa,,Unsure,
Rockvale,Rutherford County,37153,John Rice blvd,Rutherford County Farmers Market,Rutherford County Farmers Market,Agriculture cnter,Unsure,Triple A Farm,,0q0VCWN3bZZIqVKugwBO1y,0,Rutherford County Farmers Market,
Memphis,Shelby County,38114,Unsure,Unsure,Unsure,Sprouts,Unsure,Not Farmers Market,Not Farmers Market,0qbUB2yuVzfSP5jStMlpzZ,SP,Unsure,
Memphis,Shelby County,38109,Unsure,Unsure,Unsure,,,NA, ,0qdbEMFIIy6xb83TRiKEyr,,Unsure,
Lawrenceburg,Lawrence County,38464,Summertown Tennessee ,The Farm,The Farm,"Summertown,tn",The Farm,The Farm,The Farm,0qpg3lu4XYFFVL7WSYK9pk,,The Farm,
Antioch,Davidson County,37013,Unsure,Unsure,Unsure,Nashville farmers market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,0qw6ZYsCjK6Tbk7lwQIAhz,,Unsure,
Knoxville,Knox County,37920,Shawn,Not a farmers market,NA,,,NA, ,0qxxOq2ifzsDm4p8EBcme0,,,
Smyrna,Rutherford County,37167,Unsure ,Unsure,Unsure,Lowery street,Smyrna Depot Farmers Market,Smyrna Depot Farmers Market,Smyrna Depot Farmers Market,0r27lzhzlHbBBBQup3n734,,Unsure,
,,40977,Unsure,Unsure,,,,, ,0rxy0XEmD61e8zYXYv9BpW,,Unsure,
Joelton,Davidson County,37080,Unsure,Unsure,Unsure,,,NA, ,0rynlKsXtbo4vuH1QdTUna,,Unsure,
,,38683,Unsure,Unsure,,,,, ,0sBEdtgTiGqUJg0kGxRT9v,,Unsure,
Brentwood,Williamson County,37027,"5150 Maryland Way, Brentwood, TN 37027",Not a farmers market,Unsure,Brentwood Farmers Market,Not Farmers Market,Unsure,,0sEgnTdEsboJfO2NGnb2bE,,,
Culleoka,Maury County,38451,Unsure,Unsure,Unsure,Farm fresh,Not Farmers Market,Farm Fresh Produce,Farm Fresh Produce,0sOBYn0UcFXekDGp7XxSom,SP,Unsure,
Joelton,Davidson County,37080,Unsure,Unsure,Unsure,,,NA, ,0sgXyXEzM54XwLyg85rhbn,,Unsure,
Clarksville,Montgomery County,37043,Unsure,Unsure,Unsure,Main Street ,Clarksville Farmers Market,Not Farmers Market,Clarksville Farmers Market,0sn5T9RPurSF3mb8SeHAtZ,AR,Unsure,
Knoxville,Knox County,37921,Kingston pike,Farm Fresh Produce,Janta Farmers Market,Fresh market,Farm Fresh Produce,Not Farmers Market,Farm Fresh Produce,0tb5i3fYR92tQ0OhHvAGia,AR,Janta Farmers Market,SP
Memphis,Shelby County,38117,NON AVAILABLE,,NA,,,NA, ,0tgZxWvNX9hQkmB7jgHmf3,,,
Goodlettsville,Davidson County,37072,Unsure ,Unsure,Unsure,"Nashville farmer's market, Jefferson St ",Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,0ubkxxKulCO7yT5TN0QC9B,,Unsure,
Manchester,Coffee County,37355,Usure,,Unsure,Whole goods market ,Not Farmers Market,Not Farmers Market,Not Farmers Market,0ud5GsByNi6vd84K7qrBF4,,,
Madison,Davidson County,37115,2nd,Unsure,Nashville Farmers Market,,,NA, ,0vApLuH4DquFF8o2bBAR4b,,,
Knoxville,Knox County,37919,Market Square,Market Square Farmers Market,Market Square Farmers Market,Battlefield Farm,Not Farmers Market,Eastside Sunday Market,Not Farmers Market,0vFZvcGuLszsAT2zki2hHz,AR,Market Square Farmers Market,
,,42240,West 9Th Street,East Nashville Farmers Market,,West 9Th Street,East Nashville Farmers Market,,,0vtSkvi9QXmmIY0IMOJtEA,,East Nashville Farmers Market,AR
Nashville,Davidson County,37221,Dickson Farmers Market,Dickson County Farmers Market,Nashville Farmers Market,Dickson Farmers Market,Dickson County Farmers Market,Nashville Farmers Market,Dickson County Farmers Market,0vxYTZEgcpoJlLbwNpgyiX,AR,Dickson County Farmers Market,AR
Collierville,Shelby County,38017,Unsure,Unsure,Unsure,,,NA, ,0wm57yeGKGBDATX9U0nT4j,,Unsure,
Gainesboro,Jackson County,38562,Unsure ,Unsure,Unsure,,,NA, ,0x29PN5bCaxzbyMpXmrBUz,,Unsure,
Knoxville,Knox County,37914,unsure,Unsure,Unsure,market square,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,0xRiGafeKOlM9ZdY61Dwg6,,Unsure,
Morristown,Hamblen County,37814,Morristown Farmer's Market,Morristown Farmers Market,Morristown Farmers Market,,,NA, ,0yRZyOZXBBrJ6GhxgXCPUk,,Morristown Farmers Market,
New Johnsonville,Humphreys County,37134,Unsure,Unsure,Unsure,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,0ymupkZ77v027M6RrG3Uy6,,Unsure,
Russellville,Hamblen County,37860,Morris Blvd,Morristown Farmers Market,Morristown Farmers Market,,,NA, ,0z6QAGJVdZ1OR1NE9AIxGP,,Morristown Farmers Market,
Lebanon,Wilson County,37087,Unsure,Unsure,Unsure,Farmers market Jefferson street,,Nashville Farmers Market,,0zGj18SKqc714yLUvdz6rw,,Unsure,
Gallatin,Sumner County,37066,Main street- gallatin farmers market,Gallatin Farmers Market,Gallatin Farmers Market,Main street Gallatin farmers market,Gallatin Farmers Market,Gallatin Farmers Market,Gallatin Farmers Market,10M9uKUi453viaKzIpJtPy,,Gallatin Farmers Market,
Memphis,Shelby County,38112,Winchester ,Winchester Farmers Market,Winchester Farmers Market,,,NA, ,10hQP29wH8cqfOSEkr20QI,,Winchester Farmers Market,
Memphis,Shelby County,37501,Unsure,Unsure,Unsure,Memphis farmers market,Memphis Farmers Market,Memphis Farmers Market,Memphis Farmers Market,1128Wn6ubVEODCSDyGIU3e,,Unsure,
Knoxville,Knox County,37912,Market Squares ,Market Square Farmers Market,Market Square Farmers Market,Downtown Knoxville,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,11aIKKuEmmy6r3kK2aTUSK,,Market Square Farmers Market,
Memphis,Shelby County,38135,Agricenter,Agricenter Farmers Market,Agricenter Farmers Market,,,NA, ,11nRjhDEoEyk2RNlKisVKh,,Agricenter Farmers Market,
Nashville,Davidson County,37206,Myrtle ,Not a farmers market,East Nashville Farmers Market,Farmers Market ,,Nashville Farmers Market,Nashville Farmers Market,12RMT3Akls8GAMp06MiOs1,SP,East Nashville Farmers Market,SP
Knoxville,Knox County,37914,New Harvest Park,New Harvest Farmers Market,New Harvest Farmers Market,,,NA, ,12aZHrMBj5PgSIO57qTbjy,,New Harvest Farmers Market,
Memphis,Shelby County,38115,Unsure ,Unsure,Unsure,,,NA, ,12b7pBZJCkEEBxMNR1tU9B,,Unsure,
Memphis,Shelby County,38109,N/A,Unsure,NA,N/A,Unsure,NA,,12ct5yPBIHj7z125BvaZro,,,
Antioch,Davidson County,37013,local market,Unsure,NA,local market,Unsure,NA,,12d63uLoJhwbav23dX44Ex,,,
Memphis,Shelby County,38104,Union ave,Not a farmers market,Not Farmers Market,Union ave,Not Farmers Market,Not Farmers Market,Not Farmers Market,12eMmGpR7pWzTEqlkuQfNh,,,
Maryville,Blount County,37804,Unsure,Unsure,Unsure,,,NA, ,1399Kw1WsqYwr8CllTfNUl,,Unsure,
Murfreesboro,Rutherford County,37130,Main Street Murfreesboro,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,13b4lDrs5Uk2SRopCHX0ku,,Main Street Murfreesboro Farmers Market,
Memphis,Shelby County,38128,Unsure ,Unsure,Unsure,,,NA, ,141YVmurk9fDCMmelCI3cU,,Unsure,
Harriman,Roane County,37748,Ugo,Not a farmers market,NA,Food City,Not Farmers Market,Not Farmers Market,Not Farmers Market,14IZBaPnCot6cWvJv93hsA,,,
Clarksville,Montgomery County,37042,No estoy seguro ,Unsure,Unsure,,,NA, ,14Q2FjMYKpXuTWWxkN5wHL,,Unsure,
Hixson,Hamilton County,37343,Unsure,Unsure,Unsure,,,NA, ,14hu9mIjccnq9soDjEv3f5,,Unsure,
Knoxville,Knox County,37901,Unsure ,Unsure,Unsure,Longtail lane ,Not Farmers Market,Unsure,,1514tbqkRrAqpqLR4bPN1U,,Unsure,
Newport,Cocke County,37821,902 TN-73,Shannon's Gardens,Shannon's Produce,Shannon's Gardens,Shannon's Gardens,Shannon's Gardens,Shannon's Gardens,158fSakH2Np0vEEKpDPEb8,,,
New Tazewell,Claiborne County,37825,unsure,Unsure,Unsure,New Tazewell Produce,Not Farmers Market,Tazewell Farmers Market,Tazewell Farmers Market,15OF9S7HEyxsniGwusblSa,SP,Unsure,SP
Collinwood,Wayne County,38450,Cullins,Not a farmers market,NA,,,NA, ,15Z3rtDE9FToUT9nxB1Fgr,,,
Nashville,Davidson County,37211,Plaza Mariachi parking lot market,Not a farmers market,Not Farmers Market,Plaza Mariachi,Not Farmers Market,Not Farmers Market,Not Farmers Market,15gLhhoix7Kko4mIyZfvae,,,
Nashville,Davidson County,37218,Clarksville pike,Not a farmers market,NA,,,NA, ,15jXsbJT1izPeKsd8cONm0,,,
Memphis,Shelby County,38116,I donÃ¢ÂÂt know ,,Unsure,,,NA, ,15l8dTNDrhusT7Msgr7U5m,,,
Lawrenceburg,Lawrence County,38464,unsure,Unsure,Unsure,,,NA, ,168N01hGn4jVu7hoqTJA1G,,Unsure,
Clarksville,Montgomery County,37040,Downtown Clarksville,Clarksville Farmers Market,Clarksville Farmers Market,Downtown Clarksville ,Clarksville Farmers Market,Not Farmers Market,,169MEOKuJuYQvksC6vHRQ5,,Clarksville Farmers Market,
Manchester,Coffee County,37355,Unsure,Unsure,Unsure,Fort street,Coffee County Farmers Market,Coffee County Farmers Market,Coffee County Farmers Market,16V44WcXS8g93ORgouF3n7,,Unsure,
Sneedville,Hancock County,37869,Unsure,Unsure,Unsure,,,NA, ,16gFLCX8CMr95raH98p77L,,Unsure,
Cumberland Gap,Claiborne County,37724,Cumberland Ave,Tri-State Farmers Market,Middlesboro Farmers Market,Cumberland Ave,Tri-State Farmers Market,Middlesboro Farmers Market,Tri-State Farmers Market,16j2N4PWqOy4gK8tjRbUjV,AR,Tri-State Farmers Market,AR
Knoxville,Knox County,37920,Unsure,Unsure,Unsure,,,NA, ,16oxJUUY90P98VgnzaaUQF,,Unsure,
Baxter,Putnam County,38544,Unsure,Unsure,Unsure,Not sure ,,Unsure,,17DUZxBWB34vDRukGkJjfH,,Unsure,
Nashville,Davidson County,37208,1000 17 ave north,Not a farmers market,Vanderbilt Farmers Market,1000 17th ave north,Not Farmers Market,Nashville Farmers Market,Not Farmers Market,17Q9qnqApEpzeAPutHhIau,AR,Not a farmers market,AR
,,72315,Unsure,Unsure,,,,, ,17mZfEjOiYiEDAUTUSWbtR,,Unsure,
Knoxville,Knox County,37920,Market Square,Market Square Farmers Market,Market Square Farmers Market,,,NA, ,17suFaF9kt2Xj8regBeJtY,,Market Square Farmers Market,
,,38654,Olive Branch farmers market,Olive Branch Farmers Market,,Olive Brannch Courthouse farmers market,Olive Branch Farmers Market,,,17zNPJL85HvQdkuTEDd6jX,,Olive Branch Farmers Market,AR
,,38671,Hernando farmers market ,Hernando Farmers Market,,Hernandos farmer market ,Hernando Farmers Market,,,187Arv1pzyu7xdf9OuykOi,,Hernando Farmers Market,AR
Mount Juliet,Wilson County,37122,Unsure,Unsure,Unsure,,,NA, ,18iBeM45dWDApwgJX3USgt,,Unsure,
Knoxville,Knox County,37923,Unsure,Unsure,Unsure,,,NA, ,19HqusQ55bLyb4bHgcj7vj,,Unsure,
Lebanon,Wilson County,37087,Lebanon FarmerÃ¢ÂÂs Market,Lebanon Farmers Market,Lebanon Farmers Market,Lebanon FarmerÃ¢ÂÂs Market,,Lebanon Farmers Market,Lebanon Farmers Market,19uix1DKT5rUoOgwt7YtCM,SP,Lebanon Farmers Market,
Sevierville,Sevier County,37862,Unsure,Unsure,Unsure,Sevierville,Sevierville Farmers Market,Sevierville Farmers Market,Sevierville Farmers Market,1AA4j1W5qg6GZftmVWJhGr,,Unsure,
Knoxville,Knox County,37919,Unsure,Unsure,Unsure,,,NA, ,1AC0ugqtFuwHaw0jGSsSTa,,Unsure,
,,38671,"Goodman & Getwell, Southaven, MS",Not a farmers market,,"Goodman & Getwell, Southaven, MS",Not Farmers Market,,,1AT7hhVyww0Eo19ai03O3W,,,
Henning,Lauderdale County,38041,Unsure ,Unsure,Unsure,,,NA, ,1AYoEtNsuwfquqtNiCoqDX,,Unsure,
Antioch,Davidson County,37013,"green valley fermars market,456 oak  ",Not a farmers market,Nashville Farmers Market,downtown farmers market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,1AdJUF4m0FnaJp08uw1KUM,,Not a farmers market,AR
Kingston Springs,Cheatham County,37082,Brady MannÃ¢ÂÂs,Not a farmers market,Not Farmers Market,Brady MannÃ¢ÂÂs,Not Farmers Market,Not Farmers Market,Not Farmers Market,1Aen4izSLZouUuvzEq0LJM,,,
Memphis,Shelby County,38109,Unsure ,Unsure,Unsure,,,NA, ,1Ai6zjq0ABvxgA4C8vWxOt,,Unsure,
Maryville,Blount County,37804,unsure,Unsure,Unsure,,,NA, ,1BQwjjZ0poCHk8DYh04RQk,,Unsure,
Nashville,Davidson County,37207,Nashville FarmersÃ¢ÂÂ Market,,Nashville Farmers Market,Nashville FarmersÃ¢ÂÂ Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,1BS5YFHcnBVKrX4f5JONQB,,,AR
La Follette,Campbell County,37766,Unsure ,Unsure,Unsure,,,NA, ,1BXQtLexlxpbOFrK3yfsPh,,Unsure,
Columbia,Maury County,38401,Granny white pike,12 South Farmers Market,12 South Farmers Market,12 south farmers market,12 South Farmers Market,12 South Farmers Market,12 South Farmers Market,1C9uGLmHG0e13R81n0vZwB,,12 South Farmers Market,
Fairview,Williamson County,37062,Unsure ,Unsure,Unsure,Nashville Farmers Market ,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,1CED606ocKC5sTWnusu1or,,Unsure,
Henning,Lauderdale County,38041,Unsure ,Unsure,Unsure,,,NA, ,1CRb7pKekduafREuUj6rNm,,Unsure,
La Vergne,Rutherford County,37086,Symrna ,Smyrna Depot Farmers Market,Smyrna Depot Farmers Market,,,NA, ,1CZaPdV0GNOeK8xQA476bS,,Smyrna Depot Farmers Market,
Memphis,Shelby County,38109,4824 berta rd,Not a farmers market,Whitehaven Farmers Market,4824 berta rd,Not Farmers Market,Whitehaven Farmers Market,Whitehaven Farmers Market,1D31iuCQdKnzFNgNzdamtm,SP,Not a farmers market,AR
Farragut,Knox County,37934,Unsure,Unsure,Unsure,,,NA, ,1DKkGmZXl0mKvB7LffjygC,,Unsure,
Knoxville,Knox County,37938,Market Square ,Market Square Farmers Market,Market Square Farmers Market,Market Square,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,1DQn6kEZDnLBuZL9jgZJS9,,Market Square Farmers Market,
,,42223,Unsure,Unsure,,Na,Unsure,,,1DUDFDeuxvCMQUsJ91N4pv,,Unsure,
Heiskell,Anderson County,37754,unsure,Unsure,Unsure,,,NA, ,1DYmQgcvnof89Z0YsZlQyL,,Unsure,
White Pine,Jefferson County,37890,State street,State Street Farmers Market,White Pine Farmers Market,State street,State Street Farmers Market,White Pine Farmers Market,State Street Farmers Market,1DePb525ckcoaPvJuXvMNx,AR,State Street Farmers Market,AR
Millington,Shelby County,38053,Singleton Parkway,Jones Orchard,Millington Farmers Market,Jones Orchard,Jones Orchard,Jones Orchard,Jones Orchard,1DyAnjfia6LcssQdkDaHSO,,,
Newport,Cocke County,37822,unsure,Unsure,Unsure,unsure,Unsure,Unsure,Unsure,1EDoK6Y8m4xpVCwBsGpzjZ,,Unsure,
Knoxville,Knox County,37996,Unsure,Unsure,Unsure,,,NA, ,1EJNfu5DB9u4nQ7rqvKU7L,,Unsure,
Nashville,Davidson County,37221,Unsure ,Unsure,Unsure,,,NA, ,1ELyIGrZUCk2Bl3ERCR3IP,,Unsure,
Memphis,Shelby County,38119,Winchester,Winchester Farmers Market,Winchester Farmers Market,Shelby farms,Unsure,Agricenter Farmers Market,,1EdnM1xsegCXo3vQ18XirG,0,Winchester Farmers Market,
Mount Juliet,Wilson County,37122,Unsure ,Unsure,Unsure,,,NA, ,1F4cTtqVSJ4crUjBM1HzGq,,Unsure,
Murfreesboro,Rutherford County,37129,Main street,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street ,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,1FEHuC9ErHoy1U4oNavfjr,,Main Street Murfreesboro Farmers Market,
,,72390,Unsure,Unsure,,Local Farmers market,Unsure,,,1G1wVTxgfBbgi7tewc15fY,,Unsure,
Knoxville,Knox County,37918,Unsure,Unsure,Unsure,Market Square,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,1GKPrcKzmnDmtoP2NRx0CU,,Unsure,
Knoxville,Knox County,37901,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market ,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,1GNUfmozbSnwbWrCzAYqZV,,Market Square Farmers Market,
Memphis,Shelby County,38118,Unsure ,Unsure,Unsure,,,NA, ,1GYKZ8eFRUiOhZKiQYBGbX,,Unsure,
Knoxville,Knox County,37923,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,1Gl314L3UDJHQop6haL120,,Market Square Farmers Market,
,,72472,Mallard's fresh produce,Not a farmers market,,,,, ,1HEqb9sYbXlLo0uTob4cHV,,,
Nashville,Davidson County,37211,Rosa L Parks,Nashville Farmers Market,Nashville Farmers Market,Rosa l parks,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,1HsDZB5CbditwnmVF3ZUlI,,Nashville Farmers Market,
Clarksville,Montgomery County,37042,Unsure,Unsure,Unsure,,,NA, ,1Hy4KFd8ShteDriQj2w5q4,,Unsure,
Nashville,Davidson County,37214,Lebanon pike,Hip Donelson Farmers Market,Hip Donelson Farmers Market,Donelson ,Hip Donelson Farmers Market,Nashville Farmers Market,,1IV9aR888QUJPMxAuU9irk,,Hip Donelson Farmers Market,
Knoxville,Knox County,37918,Market Square FarmerÃ¢ÂÂs Market,Market Square Farmers Market,Market Square Farmers Market,Market Square,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,1JG5HYfTlbIiVVC17OQSpO,,Market Square Farmers Market,
Clarksville,Montgomery County,37043,Unsure,Unsure,Unsure,Clarksville farmers market ,Clarksville Farmers Market,Not Farmers Market,,1JSgxKVbJ1jfn4TrifgIBw,,Unsure,
Nashville,Davidson County,37206,woodland st ,East Nashville Farmers Market,East Nashville Farmers Market,nashvillefarmersmarket,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,1JkScBRtqm1KeotUoSmHOz,,East Nashville Farmers Market,
,,72401,Race street ,Not a farmers market,,Imrace street ,Not Farmers Market,,,1K1BIRwNDxqWhHPSqxx4gT,,,
,,72390,Unsure ,Unsure,,,,, ,1L4knyD33gKr4ObKvkVtc1,,,
Clarksville,Montgomery County,37042,"Nashville Farmers Market, Nashville TN",Nashville Farmers Market,Nashville Farmers Market,Nashville TN,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,1LQkn504bvAw35S53KAxcd,,Nashville Farmers Market,
La Vergne,Rutherford County,37086,Unsure,Unsure,Unsure,,,NA, ,1LV7CWPE1SlK9H0KocNZkm,,Unsure,
Harrogate,Claiborne County,37752,Harrogate ,Harrogate Plant and Produce,Harrogate Plant and Produce,Dont know ,Unsure,Unsure,Unsure,1LgQZYQrmlDY7Gi5W5QdHq,,Harrogate Plant and Produce,
Knoxville,Knox County,37918,Washington  pike,New Harvest Farmers Market,New Harvest Farmers Market,Traders market ,Not Farmers Market,Unsure,,1MOA7gNFcs6chmp9IhzfYg,,New Harvest Farmers Market,
Gallatin,Sumner County,37066,farmers market,Unsure,Gallatin Farmers Market,farmers market,Unsure,Gallatin Farmers Market,Gallatin Farmers Market,1MUBsCjQSJbOf9SGCQYs0o,SP,Gallatin Farmers Market,SP
Smyrna,Rutherford County,37167,Front Street Smyrns,Smyrna Depot Farmers Market,Smyrna Depot Farmers Market,Front Street Smyrna ,Smyrna Depot Farmers Market,Smyrna Depot Farmers Market,Smyrna Depot Farmers Market,1MiTgPwhi4LIosD8L8ikNg,,Smyrna Depot Farmers Market,
,,38671,N/a,,,,,, ,1Msamn33TLvgXaCC684xmh,,,
Collierville,Shelby County,38017,Poplar Ave,Collierville Farmers Market,Collierville Farmers Market,,,NA, ,1NIccX8PEXWjx4pw6zF9sZ,,Collierville Farmers Market,
Celina,Clay County,38551,Unsure,Unsure,Unsure,Livingston farmers market,Town Of Livingston Farmers Market,Town Of Livingston Farmers Market,Town Of Livingston Farmers Market,1NXD13QDtuPzkrweT08ciT,,Unsure,
Memphis,Shelby County,38122,Millington,Millington Farmers Market,Millington Farmers Market,,,NA, ,1NdKRE1zySCjcZVh0HruhY,,Millington Farmers Market,
Smyrna,Rutherford County,37167,Murfreesboro Ag Park,Rutherford County Farmers Market,Unsure,,,NA, ,1OI0atjEsuGFTQyjlJXoVo,,Rutherford County Farmers Market,AR
Murfreesboro,Rutherford County,37128,Unsure,Unsure,Unsure,,,NA, ,1OVIcvKvcdsEnLzuewISLC,,Unsure,
Joelton,Davidson County,37080,Downtown Nashville ,Nashville Farmers Market,Nashville Farmers Market,Downtown Nashville ,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,1OXxnFVL4RWu2U5hYav7ul,,Nashville Farmers Market,
Antioch,Davidson County,37013,food market,Not a farmers market,Not Farmers Market,Food market,Not Farmers Market,Not Farmers Market,Not Farmers Market,1PNkbCA4YoNT7iyPmC336V,,,
Memphis,Shelby County,38108,Smythe Farm Rs,Agricenter Farmers Market,Agricenter Farmers Market,Agricenter Farmers Market ,Agricenter Farmers Market,Agricenter Farmers Market,Agricenter Farmers Market,1PbYxKsWlydPNG5kPgqVew,,Agricenter Farmers Market,
White Pine,Jefferson County,37890,State street,State Street Farmers Market,White Pine Farmers Market,State street,State Street Farmers Market,White Pine Farmers Market,State Street Farmers Market,1PzgMvLO686SeSVaOVqRXZ,AR,State Street Farmers Market,AR
